uuid,Void/Retire,Fully specified name:en,Description:en,Data class,Data type,Answers,Members,Same as mappings,Absolute high,Critical high,Normal high,Absolue low,Critical low,Normal low,Units,Display precision,Allow decimals
6bad2971-c776-4f0e-ae15-a3fc0cbd7d0f,,"CERVICAL CANCER SCREENING RESULT","Cervical cancer screening result this visit.",Finding,Coded,260e6d24-1634-4467-a070-e8359f6827f7;a8af9046-1350-11df-a1f1-0026b9348838;a896d2cc-1350-11df-a1f1-0026b9348838;a896f3a6-1350-11df-a1f1-0026b9348838;a899e7b4-1350-11df-a1f1-0026b9348838,,KENYA EMR: 165196,,,,,,,,,,
958b9055-88be-4bf1-9a2c-f209424a03ac,,"CERVICAL CANCER TEST RESULT DATE","The date a cervical screening test is completed.",Question,Datetime,,,,,,,,,,,,,
3e4943b5-8499-43fb-b254-e1bb1dacfdb7,,"CERVICAL CANCER TREATMENT USE","Question on encounter form: "Is the patient currently taking cervical cancer medications?"",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838;a89c1ef8-1350-11df-a1f1-0026b9348838;a899b50a-1350-11df-a1f1-0026b9348838,,KENYA EMR: 165266,,,,,,,,,,
dcb72b0b-c1cb-4f32-aa82-e8f7b74cc16e,,"CRYOTHERAPY","Cryotherapy is the use of extreme cold in surgery or other medical treatment.   Is oftentimes used to treat irritated nerves or localized areas of some cancers.",Procedure,N/A,,,,,,,,,,,,,
ca10f28c-586a-427a-8bcc-816f0835ab18,,"","medications given to a patient with cytotoxic effect",Question,Coded,a899e0ac-1350-11df-a1f1-0026b9348838;a899b35c-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
a8a713f8-1350-11df-a1f1-0026b9348838,,"FEMALE STERILIZATION","Surgical removal of the uterus.",Procedure,N/A,,,local: 5276;MCL/CIEL: 5276,,,,,,,,,,
12afc118-5acd-48c6-89a0-1b6156c33d10,,"RADIATION THERAPY","Radiation therapy, radiation oncology, or radiotherapy, sometimes abbreviated to XRT or DXT, is the medical use of ionizing radiation, generally as part of cancer treatment to control or kill malignant cells. ",Procedure,N/A,,,,,,,,,,,,,
b6fccd82-c622-4c3e-9563-39899e709b3b,,"LOOP ELECTROSURGICAL EXCISION PROCEDURE","The loop electrosurgical excision procedure (LEEP) uses a thin, low-voltage electrified wire loop to cut abnormal tissue out of the cervix.",Procedure,N/A,,,,,,,,,,,,,
a829a2a1-5ea5-400e-a3a5-2069f6d1e05b,,"THERMOCOAGULATION","Thermocoagulation uses heat to destroy the abnormal cells on the cervix and may be a useful treatment method for cervical pre-cancer.",Procedure,N/A,,,,,,,,,,,,,
94f54710-6ee0-45cd-ad5f-a990fcb47bc1,,"CERVICAL CANCER TREATMENT","What treatments did you have for cervical cancer?",Question,Coded,dcb72b0b-c1cb-4f32-aa82-e8f7b74cc16e;b6fccd82-c622-4c3e-9563-39899e709b3b;a8a713f8-1350-11df-a1f1-0026b9348838;12afc118-5acd-48c6-89a0-1b6156c33d10;ca10f28c-586a-427a-8bcc-816f0835ab18;a829a2a1-5ea5-400e-a3a5-2069f6d1e05b;a899e0ac-1350-11df-a1f1-0026b9348838;a89ebb04-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
a8a0798a-1350-11df-a1f1-0026b9348838,,"FAMILY MEMBER ACCOMPANYING PATIENT, DETAILED"," A concept set for storing "Family Member Accompany Patient" and "Freetext for Other". ",ConvSet,N/A,,a898c01e-1350-11df-a1f1-0026b9348838;a8a06fc6-1350-11df-a1f1-0026b9348838,,,,,,,,,,,
a898c0dc-1350-11df-a1f1-0026b9348838,,"MOTHER","Family member.",Misc,N/A,,,local: 970;MCL/CIEL: 970,,,,,,,,,,
a898c1a4-1350-11df-a1f1-0026b9348838,,"FATHER","Family member.",Misc,N/A,,,local: 971;MCL/CIEL: 971,,,,,,,,,,
a8a171a0-1350-11df-a1f1-0026b9348838,,"CHILDREN'S HOME","General answer:  Children's Home.",Misc,N/A,,,MCL/CIEL: 162722,,,,,,,,,,
a89c9f54-1350-11df-a1f1-0026b9348838,,"PATERNAL GRANDPARENT","Family member.",Misc,N/A,,,local: 1393,,,,,,,,,,
a89c9e3c-1350-11df-a1f1-0026b9348838,,"MATERNAL GRANDPARENT","Family member.",Misc,N/A,,,local: 1392,,,,,,,,,,
a8a17470-1350-11df-a1f1-0026b9348838,,"PATERNAL AUNT","Family member",Misc Order,N/A,,,,,,,,,,,,,
a8a17394-1350-11df-a1f1-0026b9348838,,"MATERNAL AUNT","Family member.",Misc,N/A,,,,,,,,,,,,,
a8a175f6-1350-11df-a1f1-0026b9348838,,"PATERNAL UNCLE","Family member",Misc,N/A,,,,,,,,,,,,,
a8a1752e-1350-11df-a1f1-0026b9348838,,"MATERNAL UNCLE","Family member",Misc,N/A,,,,,,,,,,,,,
a898c4b0-1350-11df-a1f1-0026b9348838,,"AUNT OR UNCLE","Family member.",Anatomy,Boolean,,,,,,,,,,,,,
a898c01e-1350-11df-a1f1-0026b9348838,,"FAMILY MEMBER ACCOMPANYING PATIENT","Question on encounter form:  &quot;Person bringing patient:&quot;",Question,Coded,a898c32a-1350-11df-a1f1-0026b9348838;a898c1a4-1350-11df-a1f1-0026b9348838;a898c4b0-1350-11df-a1f1-0026b9348838;a8aaf234-1350-11df-a1f1-0026b9348838;a898c262-1350-11df-a1f1-0026b9348838;a898c0dc-1350-11df-a1f1-0026b9348838;a89ca06c-1350-11df-a1f1-0026b9348838;a89c9f54-1350-11df-a1f1-0026b9348838;a89c9e3c-1350-11df-a1f1-0026b9348838;a89ca9ea-1350-11df-a1f1-0026b9348838;a8a171a0-1350-11df-a1f1-0026b9348838;a8a17470-1350-11df-a1f1-0026b9348838;a8a175f6-1350-11df-a1f1-0026b9348838;a8a1752e-1350-11df-a1f1-0026b9348838;a8a17394-1350-11df-a1f1-0026b9348838;a8a17772-1350-11df-a1f1-0026b9348838;a898c3e8-1350-11df-a1f1-0026b9348838;a8aaf3e2-1350-11df-a1f1-0026b9348838;a89ebec4-1350-11df-a1f1-0026b9348838;a8aaf07c-1350-11df-a1f1-0026b9348838;a89cd352-1350-11df-a1f1-0026b9348838;a898c6f4-1350-11df-a1f1-0026b9348838;a89cd280-1350-11df-a1f1-0026b9348838;a899b35c-1350-11df-a1f1-0026b9348838;a899e0ac-1350-11df-a1f1-0026b9348838;01b957da-23bb-4862-819d-036364fe3faf;a89f0280-1350-11df-a1f1-0026b9348838;a8a09e92-1350-11df-a1f1-0026b9348838;a8a00b4e-1350-11df-a1f1-0026b9348838,,local: 969;MCL/CIEL: 969,,,,,,,,,,
d9a414af-021b-459f-bcea-4c88b1382e39,,"CHANGED RESIDENCE SINCE LAST VISIT","A question to ask if the patient has changed their residence since their previous visit. ",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
a8a0b670-1350-11df-a1f1-0026b9348838,,"MOTHER DECEASED, CODED","Question on encounter form: "Mother Deceased?"",Question,Coded,a899b42e-1350-11df-a1f1-0026b9348838;a899b50a-1350-11df-a1f1-0026b9348838;a899b35c-1350-11df-a1f1-0026b9348838;a89ad3a4-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
a8a0b788-1350-11df-a1f1-0026b9348838,,"FATHER DECEASED, CODED","Question on encounter form: "Father Deceased?"",Question,Coded,a899b42e-1350-11df-a1f1-0026b9348838;a899b50a-1350-11df-a1f1-0026b9348838;a899b35c-1350-11df-a1f1-0026b9348838;a89ad3a4-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
25d4b314-98d0-4bb9-b43b-5a036e2eedec,,"SUSPECT HIV CAUSED MOTHER DEATH, CODED","Question on encounter form: "Suspicion of HIV as cause of death in the mother?", with coded answers.",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838;a899b50a-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
3e605954-898f-4af5-b4e6-7ddfd0fa4c06,,"SUSPECT HIV CAUSED FATHER DEATH, CODED","Question on encounter form: "Suspicion of HIV as cause of death in the father?", with coded answers.",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838;a899b50a-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
a8a3575e-1350-11df-a1f1-0026b9348838,,"MOTHER ALIVE BUT ABSENT","Part of encounter form question:  "If parent(s) alive, mother alive but absent?"",Question,Coded,a899b42e-1350-11df-a1f1-0026b9348838;a899b35c-1350-11df-a1f1-0026b9348838;a899b50a-1350-11df-a1f1-0026b9348838;a89ad3a4-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
a8a35812-1350-11df-a1f1-0026b9348838,,"FATHER ALIVE BUT ABSENT","Part of encounter form question:  "If parent(s) alive, father alive but absent?"",Question,Coded,a899b42e-1350-11df-a1f1-0026b9348838;a899b35c-1350-11df-a1f1-0026b9348838;a899b50a-1350-11df-a1f1-0026b9348838;a89ad3a4-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
a8a35312-1350-11df-a1f1-0026b9348838,,"MOTHER AWARE OF CHILD SEROSTATUS, CODED","Question on encounter form: "Mother aware of infant/child's serostatus?"",Question,Coded,a899b42e-1350-11df-a1f1-0026b9348838;a899b35c-1350-11df-a1f1-0026b9348838;a899b50a-1350-11df-a1f1-0026b9348838;a89ad3a4-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
20c38b1f-b9c7-4120-a2b3-d9fef9150c6e,,"FATHER AWARE OF CHILD SEROSTATUS, CODED","Question on encounter form: "Father aware of infant/child's serostatus?", with coded answers. ",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838;a899b50a-1350-11df-a1f1-0026b9348838;a89ad3a4-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
a8afb80a-1350-11df-a1f1-0026b9348838,,"MOTHER HIV STATUS","What is the patient's mother's HIV status?",Question,Coded,a899b50a-1350-11df-a1f1-0026b9348838;a896f3a6-1350-11df-a1f1-0026b9348838;a896d2cc-1350-11df-a1f1-0026b9348838,,MCL/CIEL: 1396;local: 6149,,,,,,,,,,
a8afb8c8-1350-11df-a1f1-0026b9348838,,"FATHER HIV POSITIVE","Is person's father HIV positive?",Question,Coded,a899b42e-1350-11df-a1f1-0026b9348838;a899b50a-1350-11df-a1f1-0026b9348838;a899b35c-1350-11df-a1f1-0026b9348838,,MCL/CIEL: 1397;local: 6150,,,,,,,,,,
9411e7f2-018b-4d12-9b3c-5698a7e01559,,"MOTHER HIV POSITIVE HIV CARE PROGRAM ENROLLMENT STATUS ","If the patient's mother is HIV positive, did the patient enroll into HIV Care Program?",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838;a899b50a-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
1b5f5d15-650c-4007-a938-8ac2892e7093,,"FATHER HIV POSITIVE HIV CARE PROGRAM ENROLLMENT STATUS ","If the patient's father is HIV positive, did the patient enroll into HIV Care Program?",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838;a899b50a-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
3636f793-57d2-44dd-a1a6-8cabc9331fb5,,"MOTHER RECEIVED ARVS, HIV POSITIVE ","Did the patient's HIV positive mother receive ARVs?",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838;a89ad3a4-1350-11df-a1f1-0026b9348838;a899b50a-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
360f367a-2c5a-4725-84ba-956f437bb0db,,"FATHER RECEIVED ARVS, HIV POSITIVE ","Did the patient's HIV positive father receive ARVs?",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838;a89ad3a4-1350-11df-a1f1-0026b9348838;a899b50a-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
a89cc59c-1350-11df-a1f1-0026b9348838,,"MATERNAL TREATMENT FOR TUBERCULOSIS","Question on encounter form: "Mother on Anti-TB meds:". Refers to mother receiving treatment for tuberculosis.",Question,Coded,a899b42e-1350-11df-a1f1-0026b9348838;a899b50a-1350-11df-a1f1-0026b9348838;a899b35c-1350-11df-a1f1-0026b9348838;a89ad3a4-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
3d830e67-7b9a-42b4-bd58-d998caf2314e,,"PATERNAL TREATMENT FOR TUBERCULOSIS ","A question to ask if the father is receiving treatment for tuberculosis. ",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838;a899b50a-1350-11df-a1f1-0026b9348838;a89ad3a4-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
6245dca5-9699-45e0-a41c-496a64fc0fc6,,"MATERNAL TREATMENT FOR OPPORTUNISTIC INFECTION ","A question to ask if the patient's mother is being treated for an opportunistic infection.",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838;a899b50a-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
362586de-2837-4f98-b953-ff1382b17ceb,,"PATERNAL TREATMENT FOR OPPORTUNISTIC INFECTION ","A question to ask if the patient's father is being treated for an opportunistic infection.",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838;a899b50a-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
aeddf768-5ac0-45e4-934b-bf69730a8c2d,,"PATIENT REPORTED FAMILY HISTORY LIST, DETAILED","A complex question regarding the patient family history list",Question,N/A,,58fd4938-8976-4c43-b01a-6ce794d4f80b;d67c7f03-7559-46bd-972b-6520769ec2b7;2ec6c229-afb6-4d95-89d2-c2f5e2715e9a;e7de7f52-9d91-4be6-a369-6cde2fe2d9a6;85c60aac-51e2-411c-98c5-56ffc0169b11;80ecd9b5-36b7-44e2-85e3-223fc49e97be;a8aad6f0-1350-11df-a1f1-0026b9348838;a8aad7cc-1350-11df-a1f1-0026b9348838;a8a3568c-1350-11df-a1f1-0026b9348838;e63e2dd8-6668-48fa-aef0-dba3668c96ca;1158dfed-993a-477e-9ecc-ccdde2aa382c;758c85ed-2239-470e-a8a4-d6083ab3d0ee;a8afcc82-1350-11df-a1f1-0026b9348838;2a1066f8-35c7-48b3-ad53-d692ca6bda3d;a89c7042-1350-11df-a1f1-0026b9348838;a89c6f84-1350-11df-a1f1-0026b9348838;45821d60-95fb-45f5-a267-c7e04cb25480;a898d0a4-1350-11df-a1f1-0026b9348838;a8afb990-1350-11df-a1f1-0026b9348838;157a9ffe-8175-4b43-a785-cec2858cc9c3;32cf15bd-3517-4dfa-b681-f87eed74e57b;f62c2dc4-a235-4dfe-b939-cb6f5d5e2b92;a5a1b505-e646-47cc-8445-d3048959a702;ac6a274b-a494-486d-83c1-4abab7e4442c;a89ec0f4-1350-11df-a1f1-0026b9348838;ba076236-5614-4b40-bb9f-cac7a35c8ec1;4bbafe39-c284-415c-9689-6d36c4b95e4f;9e4d6436-4040-46a3-a0ae-6dbc0acfe593;a899a9f2-1350-11df-a1f1-0026b9348838;b6762e82-6e62-4b64-b3bf-9fdf7bcf9032;82f3f1dd-a5ba-4be8-9c26-44683043317f;faddc0fc-4db0-4801-8d11-d3812c7429e7;64807fb6-0ca3-4def-a62a-2d5f66c4328a;2c0d1507-d8ce-454d-8bed-0cb59dcd573f;2ec514cf-a764-45b8-b554-eb2993f2de9b;489403cb-9d25-4d12-826b-1017b7da73e0;99f8ac81-cea1-43eb-88fb-29a9ea2d77cf;a8a46428-1350-11df-a1f1-0026b9348838;d08980cd-a981-4e3f-a2f1-e41a73b3501e;02a5b950-53fa-4da8-b244-257b99cef73a;a8a06fc6-1350-11df-a1f1-0026b9348838;a4198496-58f1-4a79-9879-9929aa817403;db130cba-4b55-4882-ad4d-10f34a05a3d7;9d20dbba-4947-412d-8b62-2bff766132d7,,,,,,,,,,,
d67c7f03-7559-46bd-972b-6520769ec2b7,,"PATIENT REPORTED AGE OF FAMILY MEMBER","The age of a patient's family member, as reported by the patient.",Question,Numeric,,,,,,,,,,,,,
0d34180a-cea7-4066-b057-2740c0d15767,,"DAUGHTER","A daughter is a female offspring; a girl, woman, or female in relation to her parents.",Misc,N/A,,,MCL/CIEL: 160728,,,,,,,,,,
cb657f91-8ff4-4dd4-9078-af01ec91e845,,"SON","A son is a male offspring; A boy or man in relation to either or both of his parents.",Misc,N/A,,,MCL/CIEL: 160727,,,,,,,,,,
a898c4b0-1350-11df-a1f1-0026b9348838,,"AUNT OR UNCLE","Family member.",Anatomy,Boolean,,,,,,,,,,,,,
2ec6c229-afb6-4d95-89d2-c2f5e2715e9a,,"PATIENT REPORTED RELATIONSHIP TO ANOTHER INDIVIDUAL","The relationship the patient to another individual, as reported by the patient.",Question,Coded,a898c32a-1350-11df-a1f1-0026b9348838;a898c1a4-1350-11df-a1f1-0026b9348838;a898c4b0-1350-11df-a1f1-0026b9348838;a8aaf234-1350-11df-a1f1-0026b9348838;a898c6f4-1350-11df-a1f1-0026b9348838;a898c262-1350-11df-a1f1-0026b9348838;a898c0dc-1350-11df-a1f1-0026b9348838;a898c3e8-1350-11df-a1f1-0026b9348838;a8a171a0-1350-11df-a1f1-0026b9348838;a8aaf3e2-1350-11df-a1f1-0026b9348838;a8a17772-1350-11df-a1f1-0026b9348838;a89ca06c-1350-11df-a1f1-0026b9348838;a89c9f54-1350-11df-a1f1-0026b9348838;a89c9e3c-1350-11df-a1f1-0026b9348838;a89ca9ea-1350-11df-a1f1-0026b9348838;a8a17470-1350-11df-a1f1-0026b9348838;a8a175f6-1350-11df-a1f1-0026b9348838;a8a1752e-1350-11df-a1f1-0026b9348838;a8a17394-1350-11df-a1f1-0026b9348838;a89ebec4-1350-11df-a1f1-0026b9348838;a8aaf07c-1350-11df-a1f1-0026b9348838;a89cd352-1350-11df-a1f1-0026b9348838;a89cd280-1350-11df-a1f1-0026b9348838;52471304-8097-41d7-982f-5fc2c3ca19b0;a89defe4-1350-11df-a1f1-0026b9348838;a89cd0fa-1350-11df-a1f1-0026b9348838;a89cd1c2-1350-11df-a1f1-0026b9348838;0d34180a-cea7-4066-b057-2740c0d15767;cb657f91-8ff4-4dd4-9078-af01ec91e845;a89ebc80-1350-11df-a1f1-0026b9348838;a89ebd3e-1350-11df-a1f1-0026b9348838,,local: 7071;MCL/CIEL: 164352,,,,,,,,,,
a8aad6f0-1350-11df-a1f1-0026b9348838,,"MOTHER DECEASED","Question on encounter form: "Mother Deceased?"",Question,Boolean,,,MCL/CIEL: 5588;local: 5588,,,,,,,,,,
a8aad7cc-1350-11df-a1f1-0026b9348838,,"FATHER DECEASED","Question on encounter form: "Father Deceased?"",Question,Boolean,,,MCL/CIEL: 5589;local: 5589,,,,,,,,,,
a8a3568c-1350-11df-a1f1-0026b9348838,,"SIBLING DECEASED","Question on encounter form: "Any deceased sibling?"",Question,Coded,a899b42e-1350-11df-a1f1-0026b9348838;a899b35c-1350-11df-a1f1-0026b9348838;a899b50a-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
e63e2dd8-6668-48fa-aef0-dba3668c96ca,,"GUARDIAN DECEASED","A question to ask if the patient's guardian has passed away.",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838;a899b50a-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
e7de7f52-9d91-4be6-a369-6cde2fe2d9a6,,"PATIENT REPORTED HIV STATUS OF FAMILY MEMBER","HIV status of the patient's family member, as reported by the patient.",Question,Coded,a896f3a6-1350-11df-a1f1-0026b9348838;a896d2cc-1350-11df-a1f1-0026b9348838;a899b50a-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
85c60aac-51e2-411c-98c5-56ffc0169b11,,"PATIENT REPORTED TREATMENT STATUS OF FAMILY MEMBER ","Whether or not a patient's family member is receiving treatment or care services, as reported by that patient",Question,Coded,a899b50a-1350-11df-a1f1-0026b9348838;a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
a89cd0fa-1350-11df-a1f1-0026b9348838,,"HUSBAND","A general descriptive answer.. a patient's husband.",Misc,N/A,,,,,,,,,,,,,
a89cd1c2-1350-11df-a1f1-0026b9348838,,"WIFE","A general descriptive answer.. a patient's wife.",Misc,N/A,,,,,,,,,,,,,
a8aaf07c-1350-11df-a1f1-0026b9348838,,"FRIEND","A general descriptive answer.. a patient's friend.",Misc,N/A,,,MCL/CIEL: 5618;local: 5618,,,,,,,,,,
a8a35bf0-1350-11df-a1f1-0026b9348838,,"PERSON THE CHILD CURRENTLY LIVING WITH","Person(s) of the child currently living with:",Question,Coded,a89c9f54-1350-11df-a1f1-0026b9348838;a898c262-1350-11df-a1f1-0026b9348838;a89c9e3c-1350-11df-a1f1-0026b9348838;a8aaf07c-1350-11df-a1f1-0026b9348838;a8aaf3e2-1350-11df-a1f1-0026b9348838;a8a35b28-1350-11df-a1f1-0026b9348838;a89cd352-1350-11df-a1f1-0026b9348838;a89ca9ea-1350-11df-a1f1-0026b9348838;a898c1a4-1350-11df-a1f1-0026b9348838;a898c0dc-1350-11df-a1f1-0026b9348838;a898c32a-1350-11df-a1f1-0026b9348838;a8a171a0-1350-11df-a1f1-0026b9348838;a8aaf234-1350-11df-a1f1-0026b9348838;a89ebd3e-1350-11df-a1f1-0026b9348838;a898c4b0-1350-11df-a1f1-0026b9348838;a89ca06c-1350-11df-a1f1-0026b9348838;a89cd280-1350-11df-a1f1-0026b9348838,,local: 2180;MCL/CIEL: 159892,,,,,,,,,,
a8a35cb8-1350-11df-a1f1-0026b9348838,,"GUARDIAN'S CIVIL STATUS","The guardian's civil status",Question,Coded,a899af10-1350-11df-a1f1-0026b9348838;a899ac7c-1350-11df-a1f1-0026b9348838;a8aaf3e2-1350-11df-a1f1-0026b9348838;a899ad58-1350-11df-a1f1-0026b9348838;a899ae34-1350-11df-a1f1-0026b9348838;a899aba0-1350-11df-a1f1-0026b9348838;a8aa76b0-1350-11df-a1f1-0026b9348838;a89ad3a4-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
994dba64-b963-4fdd-89a8-ff2211a5f0ca,,"ACCESSING ORPHAN AND VULNERABLE CHILDREN SERVICES ","A question to ask whether or not a child is accessing Orphan and Vulnerable Children (OVC) Program services.",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
0037707e-421b-44f5-88f5-e8a032169c3b,,"NOT CURRENTLY ON, WANTS FAMILY PLANNING","Indicates a desire to start family planning, though is currently not using family planning. ",Misc,N/A,,,,,,,,,,,,,
774961c6-232f-4332-8a9f-f5c55ebe86d0,,"FAMILY PLANNING STATUS, CODED","A question to ask whether or not patient is currently participating in family planning.",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838;0037707e-421b-44f5-88f5-e8a032169c3b;a89ad3a4-1350-11df-a1f1-0026b9348838;380674c9-a2ef-425f-8c49-db939631613b;a898bcfe-1350-11df-a1f1-0026b9348838,,MCL/CIEL: 160653,,,,,,,,,,
767e8060-5272-4927-ab78-97534a4499ef,,"METHOD OF FAMILY PLANNING,DETAILED","A concept set for storing &quot;Family planning method&quot; and &quot;Freetext for Other&quot;.",ConvSet,N/A,,a894b1cc-1350-11df-a1f1-0026b9348838;a8a06fc6-1350-11df-a1f1-0026b9348838;88ad5975-4762-4108-a967-072f12f91b0b;a89ae092-1350-11df-a1f1-0026b9348838,,,,,,,,,,,
a893516a-1350-11df-a1f1-0026b9348838,,"CONDOMS","Methods for preventing pregnancy.",Drug,N/A,,1934d7dd-7a59-43f0-8b6b-29e736498f15;99573ebc-b11b-4f5d-866d-94c5feb28924,local: 190;MCL/CIEL: 190,,,,,,,,,,
a123d949-31f3-4abf-98e3-8504e17ebc00,,"3-YEAR CONTRACEPTIVE IMPLANT","It's a small stick containing the hormone progesterone which is inserted under the skin in the arm for a period of 3 years. The hormone is slowly released into the body, preventing eggs from being released from the ovaries, sperm from reaching an egg or an egg settling in the womb.",Drug,N/A,,,,,,,,,,,,,
feb48308-a56f-4754-8e8f-8c1698e570cb,,"5-YEAR CONTRACEPTIVE IMPLANT","It's a small stick containing the hormone progesterone which is inserted under the skin in the arm for a period of 5 years. The hormone is slowly released into the body, preventing eggs from being released from the ovaries, sperm from reaching an egg or an egg settling in the womb.",Drug,N/A,,,,,,,,,,,,,
eaa5796d-0b1c-478b-8c9d-d23cf4c3bddc,,"VASECTOMY","Vasectomy is a minor surgical procedure wherein the vasa deferentia of a man are severed, and then tied/sealed in a manner which prevents sperm from entering the seminal stream (ejaculate).",Procedure,N/A,,,MCL/CIEL: 1489,,,,,,,,,,
a8a71330-1350-11df-a1f1-0026b9348838,,"INTRAUTERINE DEVICE","A device (such as a plastic and/or copper containing T shaped device) inserted and left in the uterus to prevent effective conception.",Misc,N/A,,,local: 5275;MCL/CIEL: 5275,,,,,,,,,,
a8a71650-1350-11df-a1f1-0026b9348838,,"INJECTABLE CONTRACEPTIVES","Injectable medicines which enable deliberate prevention of conception or impregnation.",MedSet,N/A,,a8988b44-1350-11df-a1f1-0026b9348838,MCL/CIEL: 5279;local: 5279,,,,,,,,,,
4a740e33-fee5-4a2b-b679-1904722e3d9e,,"LACTATIONAL AMENORRHEA METHOD","Lactational amenorrhea is the natural postnatal infertility that occurs when a woman is amenorrheic (not menstruating) and fully breastfeeding. If not combined with chemicals or devices, Lactational amenorrhea method (LAM) may be considered a kidn of natural family planning.",Misc,N/A,,,,,,,,,,,,,
a897dbd6-1350-11df-a1f1-0026b9348838,,"ORAL CONTRACEPTION","Female contraception method.  Ultimately will make a good MedSet.",MedSet,N/A,,a8afeb54-1350-11df-a1f1-0026b9348838;a8aff1b2-1350-11df-a1f1-0026b9348838,local: 780;MCL/CIEL: 780,,,,,,,,,,
a8a714c0-1350-11df-a1f1-0026b9348838,,"NATURAL FAMILY PLANNING","A method of birth control that involves abstention from sexual intercourse during the period of ovulation which is determined through observation and measurement of bodily signs (as cervical mucus and body temperature).",Misc,N/A,,,local: 5277;MCL/CIEL: 5277,,,,,,,,,,
a8aff356-1350-11df-a1f1-0026b9348838,,"CONTRACEPTIVE IMPLANT","It's a small stick containing the hormone progestogen which is inserted under the skin in the arm. The hormone is slowly released into the body, preventing eggs from being released  from the ovaries, sperm from reaching an egg or an egg settling in the womb.",Drug,N/A,,,local: 6220;MCL/CIEL: 159589,,,,,,,,,,
