uuid,Void/Retire,Fully specified name:en,Description:en,Data class,Data type,Answers,Members,Same as mappings,Absolute high,Critical high,Normal high,Absolue low,Critical low,Normal low,Units,Display precision,Allow decimals
a7439fcd-3f47-457f-a453-78b573a28031,,"CERVICAL SQUAMOUS METAPLASIA","Cervical squamous metaplasia refers to benign non-cancerous change (metaplasia) of (non-squamous) surfacing lining cells (epithelium) to a squamous morphology involving the cervix.",Diagnosis,N/A,,,,,,,,,,,,,
22b317a4-da65-448a-aa52-4aa5fad193be,,"CONDYLOMATA","A raised growth on the cervix (Wart) resulting from infection with Human Papillomavirus (HPV).",Diagnosis,N/A,,,,,,,,,,,,,
16952c6d-fc2b-4b16-aa10-3f26ea688e6d,,"CERVICAL SQUAMOUS CELL CARCINOMA","A type of cervical cancer. Squamous cell carcinoma develops in the thin, flat, squamous cells that line the vagina.",Diagnosis,N/A,,,,,,,,,,,,,
a26e04b3-d2de-4db9-83f2-a6b6b9183a24,,"MICROINVASIVE CARCINOMA","Minimal breaching of the basement membrane by dysplastic cells.",Diagnosis,N/A,,,,,,,,,,,,,
3af3000b-657a-4499-a913-fbaaf825f231,,"ADENOCARCINOMA IN SITU","All the layers of glandular epthelial cells covering the endocervix are dysplastic but basement membrane hasn’t been breached.",Diagnosis,N/A,,,,,,,,,,,,,
6ea6be23-8bdb-4beb-90a5-0dc299e47db2,,"ADENOCARCINOMA ","Adenocarcinoma is a cancer of an epithelium that originates in glandular tissue. Epithelial tissue includes, but is not limited to, the surface layer of skin, glands and a variety of other tissue that lines the cavities and organs of the body.",Diagnosis,N/A,,,,,,,,,,,,,
02b91234-1bb9-4d86-af88-d435b8fd0d84,,"INVASIVE ADENOCARCINOMA","Overt cancer of the cervix of glandular type.",Diagnosis,N/A,,,,,,,,,,,,,
76217a12-fb34-4276-a604-bab0e37edbfd,,"PATHOLOGY CERVICAL EXAM FINDINGS","Findings on the cervix based on a pathology examination.",Test,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;926e9e4a-e5ad-4b96-a01f-357a0054453f;9a945c66-74bb-4cf9-a10f-0909d9da7d06;5d064c02-6837-4520-9296-19d49ac78f82;62d709a3-1afe-4ef1-aa07-fb53755cf31a;a8aaf3e2-1350-11df-a1f1-0026b9348838;1852a0af-859c-4457-ab79-fe09e6b885dd;a8931cf4-1350-11df-a1f1-0026b9348838;a89cef0e-1350-11df-a1f1-0026b9348838;a7439fcd-3f47-457f-a453-78b573a28031;22b317a4-da65-448a-aa52-4aa5fad193be;16952c6d-fc2b-4b16-aa10-3f26ea688e6d;a26e04b3-d2de-4db9-83f2-a6b6b9183a24;3af3000b-657a-4499-a913-fbaaf825f231;6ea6be23-8bdb-4beb-90a5-0dc299e47db2;02b91234-1bb9-4d86-af88-d435b8fd0d84,,,,,,,,,,,,
88b2d99c-575f-4bcb-bf17-370f61e1cf09,,"CONDYLOMA OR VULVAR INTRAEPITHELIAL NEOPLASIA GRADE 1","The presence of condyloma, a wartlike growth on the skin or mucous membrane, or VIN 1, mild abnormal dysplasia/ cell growth in the vulva.  ",Finding,N/A,,,,,,,,,,,,,
2fb2c2c7-607c-4485-bd1d-a3400b852ef3,,"VULVAR INTRAEPITHELIAL NEOPLASIA GRADE 2","Moderate dysplasia/ abnormal cell growth found on the vulva. ",Finding,N/A,,,,,,,,,,,,,
d58efb8c-0413-4773-80b4-eb5265e95927,,"VULVAR INTRAEPITHELIAL NEOPLASIA GRADE 3","Severe dysplasia/ abnormal cell growth found on the vulva.",Finding,N/A,,,,,,,,,,,,,
45a07636-52ba-4c73-9f78-de671f2b56fd,,"PATHOLOGY VULVAL EXAM FINDINGS","Findings on the vulva based on a pathology examination.",Test,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;88b2d99c-575f-4bcb-bf17-370f61e1cf09;2fb2c2c7-607c-4485-bd1d-a3400b852ef3;d58efb8c-0413-4773-80b4-eb5265e95927;a8aaf3e2-1350-11df-a1f1-0026b9348838;62d709a3-1afe-4ef1-aa07-fb53755cf31a;a89cef0e-1350-11df-a1f1-0026b9348838;a7439fcd-3f47-457f-a453-78b573a28031;22b317a4-da65-448a-aa52-4aa5fad193be;16952c6d-fc2b-4b16-aa10-3f26ea688e6d;a26e04b3-d2de-4db9-83f2-a6b6b9183a24;3af3000b-657a-4499-a913-fbaaf825f231;1852a0af-859c-4457-ab79-fe09e6b885dd;6ea6be23-8bdb-4beb-90a5-0dc299e47db2;02b91234-1bb9-4d86-af88-d435b8fd0d84,,,,,,,,,,,,
ccf811ef-19bc-48db-ae4d-259b26296b14,,"VAGINAL INTRAEPITHELIAL NEOPLASIA GRADE 1","One-third of the depth of the surface layer of the vagina is affected by the presence of dysplasia/ abnormal cell growth.",Finding,N/A,,,,,,,,,,,,,
e26d380a-876d-45ac-aecb-374476a62d9f,,"VAGINAL INTRAEPITHELIAL NEOPLASIA GRADE 2 ","Two-thirds of the depth of the surface layer of the vagina is affected by the presence of dysplasia/ abnormal cell growth.",Finding,N/A,,,,,,,,,,,,,
3c5a8c05-b9aa-4a31-8455-39c6957728f6,,"VAGINAL INTRAEPITHELIAL NEOPLASIA GRADE 3","The entire depth of the surface layer of the vagina is affected by the presence of dysplasia/ abnormal cell growth.",Finding,N/A,,,,,,,,,,,,,
b2b78b9c-2605-4112-8bef-53d4734bf0dd,,"PATHOLOGY VAGINAL EXAM FINDINGS","Findings on the vagina based on a pathology examination.",Test,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;ccf811ef-19bc-48db-ae4d-259b26296b14;e26d380a-876d-45ac-aecb-374476a62d9f;3c5a8c05-b9aa-4a31-8455-39c6957728f6;a8aaf3e2-1350-11df-a1f1-0026b9348838;a89cef0e-1350-11df-a1f1-0026b9348838;62d709a3-1afe-4ef1-aa07-fb53755cf31a;a8931cf4-1350-11df-a1f1-0026b9348838;a7439fcd-3f47-457f-a453-78b573a28031;22b317a4-da65-448a-aa52-4aa5fad193be;16952c6d-fc2b-4b16-aa10-3f26ea688e6d;a26e04b3-d2de-4db9-83f2-a6b6b9183a24;3af3000b-657a-4499-a913-fbaaf825f231;1852a0af-859c-4457-ab79-fe09e6b885dd;6ea6be23-8bdb-4beb-90a5-0dc299e47db2;02b91234-1bb9-4d86-af88-d435b8fd0d84,,,,,,,,,,,,
44d24f35-604c-4232-b505-b4340bf2605b,,"HIV ULTRA RAPID TEST, QUALITATIVE ","Ultra rapid diagnostic screening and confirmatory , solid phase antibody capture assay to determine presence of antibodies to diagnostic kit for HIV (1+2) and First Response HIV 1-2-0.",Test,Coded,a89b3ab0-1350-11df-a1f1-0026b9348838;a89b3b8c-1350-11df-a1f1-0026b9348838;a896f3a6-1350-11df-a1f1-0026b9348838;a896d2cc-1350-11df-a1f1-0026b9348838;a89a7ae4-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
a890a7e4-1350-11df-a1f1-0026b9348838,,"URINE MICROSCOPY","Evalution of urine under the microscope, usually for cells, crystals, and/or infecting organisms.",Test,Text,,,,,,,,,,,,,
a894590c-1350-11df-a1f1-0026b9348838,,"URINALYSIS","An examination of the urine by physical or chemical means. Urinalysis comprises a battery of chemical and microscopic tests that help to screen for urinary tract infections, renal disease, and diseases of other organs that result in abnormal metabolites (break-down products) appearing in the urine.",LabSet,N/A,,a8a0aa9a-1350-11df-a1f1-0026b9348838;a8a0a91e-1350-11df-a1f1-0026b9348838;a8a0a9dc-1350-11df-a1f1-0026b9348838;a8a47ca6-1350-11df-a1f1-0026b9348838;a8a47d5a-1350-11df-a1f1-0026b9348838;6ab44394-80a5-40cd-9649-32f1839e94cd;a8b0f3e6-1350-11df-a1f1-0026b9348838;b72fa772-19a9-4386-8185-6491ab97e97e;a890a7e4-1350-11df-a1f1-0026b9348838,MCL/CIEL: 161446,,,,,,,,,,
a89dcbcc-1350-11df-a1f1-0026b9348838,,"JOINT DISPLACEMENT","An anatomic mis-alignment of the joint surfaces.",Finding,N/A,,,,,,,,,,,,,
a894ca36-1350-11df-a1f1-0026b9348838,,"X-RAY, PELVIS","An examination using irradiation for imaging the pelvis.",Test,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;a899e890-1350-11df-a1f1-0026b9348838;a893465c-1350-11df-a1f1-0026b9348838;a89dcbcc-1350-11df-a1f1-0026b9348838;a89dca46-1350-11df-a1f1-0026b9348838;a8aaf3e2-1350-11df-a1f1-0026b9348838;a89552d0-1350-11df-a1f1-0026b9348838,,MCL/CIEL: 392,,,,,,,,,,
a8945f06-1350-11df-a1f1-0026b9348838,,"X-RAY, OTHER","An examination using irradiation for imaging the body, site unknown.",Test,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;a899e890-1350-11df-a1f1-0026b9348838,,local: 309;MCL/CIEL: 309,,,,,,,,,,
a89d0a7a-1350-11df-a1f1-0026b9348838,,"OESOPHAGITIS","Inflammation of the esophagus",Diagnosis,N/A,,,MCL/CIEL: 118510;local: 1476,,,,,,,,,,
a89dc5a0-1350-11df-a1f1-0026b9348838,,"TUMOR","An abnormal growth of tissue resulting from uncontrolled, progressive multiplication of cells and serving no physiological function; a neoplasm.",Finding,N/A,,,,,,,,,,,,,
a89dc668-1350-11df-a1f1-0026b9348838,,"THROAT CANCER","A head and neck cancer originating from the throat.",Diagnosis,N/A,,,local: 1511;MCL/CIEL: 116008,,,,,,,,,,
a89dc7ee-1350-11df-a1f1-0026b9348838,,"BARIUM SWALLOW","A barium swallow is a medical imaging procedure used to examine the upper GI (gastrointestinal) tract, which includes the esophagus, stomach, and small intestine.",Test,Coded,a89d0a7a-1350-11df-a1f1-0026b9348838;a899e7b4-1350-11df-a1f1-0026b9348838;a89dc5a0-1350-11df-a1f1-0026b9348838;a89dc668-1350-11df-a1f1-0026b9348838;a8aaf3e2-1350-11df-a1f1-0026b9348838;a89dc8b6-1350-11df-a1f1-0026b9348838,,MCL/CIEL: 159601,,,,,,,,,,
a8936416-1350-11df-a1f1-0026b9348838,,"GASTRIC ULCER","Peptic ulcer in the lining of the stomach.",Diagnosis,N/A,,,local: 212;MCL/CIEL: 117905,,,,,,,,,,
a89d2910-1350-11df-a1f1-0026b9348838,,"DUODENITIS","Duodenitis is inflammation and irritation of the wall of the first part of the small intestine.",Diagnosis,N/A,,,MCL/CIEL: 141664;local: 1508,,,,,,,,,,
a89360b0-1350-11df-a1f1-0026b9348838,,"DUODENAL ULCER","Peptic ulcer in the lining of the duodenum.",Diagnosis,N/A,,,MCL/CIEL: 118821;local: 208,,,,,,,,,,
a89dc4a6-1350-11df-a1f1-0026b9348838,,"GASTRIC OUTLET OBSTRUCTION","Any disease that mechanically impedes the normal emptying of the stomach. This is usually an obstruction of the channel of the pylorus and duodenum through which the stomach empties.",Finding,N/A,,,local: 1509,,,,,,,,,,
a89340e4-1350-11df-a1f1-0026b9348838,,"GASTRITIS","Chronic or acute inflammation of the stomach, especially of the mucous membrane of the stomach.",Diagnosis,N/A,,,MCL/CIEL: 110834;local: 172,,,,,,,,,,
a89dc730-1350-11df-a1f1-0026b9348838,,"BARIUM MEAL","A barium meal, also known as an upper gastrointestinal series is a procedure in which radiographs of the esophagus, stomach and duodenum are taken after barium sulfate is ingested by a patient. Barium meals are useful in the diagnosis of structural and motility abnormalities of the foregut.",Test,Coded,a8936416-1350-11df-a1f1-0026b9348838;a899e7b4-1350-11df-a1f1-0026b9348838;a89dc5a0-1350-11df-a1f1-0026b9348838;a89d2910-1350-11df-a1f1-0026b9348838;a89360b0-1350-11df-a1f1-0026b9348838;a89dc4a6-1350-11df-a1f1-0026b9348838;a8aaf3e2-1350-11df-a1f1-0026b9348838;a89340e4-1350-11df-a1f1-0026b9348838;a89dc8b6-1350-11df-a1f1-0026b9348838,,MCL/CIEL: 159600,,,,,,,,,,
759a4bd6-79ab-40a9-9836-1e30783f7ae5,,"XRAY","This is a set for x-ray.",ConvSet,N/A,,a894d544-1350-11df-a1f1-0026b9348838;a894ca36-1350-11df-a1f1-0026b9348838;a890d0f2-1350-11df-a1f1-0026b9348838;a8945f06-1350-11df-a1f1-0026b9348838;a894c266-1350-11df-a1f1-0026b9348838;a894b6d6-1350-11df-a1f1-0026b9348838;a894b870-1350-11df-a1f1-0026b9348838;a894ba0a-1350-11df-a1f1-0026b9348838;a8908192-1350-11df-a1f1-0026b9348838;a894b474-1350-11df-a1f1-0026b9348838;a894c5a4-1350-11df-a1f1-0026b9348838;a89dc7ee-1350-11df-a1f1-0026b9348838;a89dc730-1350-11df-a1f1-0026b9348838,,,,,,,,,,,
a8a00e1e-1350-11df-a1f1-0026b9348838,,"TEST RESULT","It&amp;#39;s a convenient set of lab test results.",ConvSet,N/A,,a8908a16-1350-11df-a1f1-0026b9348838;a8945ac4-1350-11df-a1f1-0026b9348838;a898418e-1350-11df-a1f1-0026b9348838;a8945678-1350-11df-a1f1-0026b9348838;a8999fb6-1350-11df-a1f1-0026b9348838;a8909524-1350-11df-a1f1-0026b9348838;a8909f56-1350-11df-a1f1-0026b9348838;a8983ff4-1350-11df-a1f1-0026b9348838;a8945ba0-1350-11df-a1f1-0026b9348838;a8988c48-1350-11df-a1f1-0026b9348838;a8945c7c-1350-11df-a1f1-0026b9348838;a8945d4e-1350-11df-a1f1-0026b9348838;a8945754-1350-11df-a1f1-0026b9348838;a8908192-1350-11df-a1f1-0026b9348838;a894c266-1350-11df-a1f1-0026b9348838;a894b6d6-1350-11df-a1f1-0026b9348838;a894ba0a-1350-11df-a1f1-0026b9348838;a894d544-1350-11df-a1f1-0026b9348838;a890d0f2-1350-11df-a1f1-0026b9348838;a894b474-1350-11df-a1f1-0026b9348838;a894b870-1350-11df-a1f1-0026b9348838;a894c5a4-1350-11df-a1f1-0026b9348838;b63a1374-6c74-4af1-8a1f-c403138e4389;bac52e1e-f5f9-4c9c-8e61-4cc38d47f224;a8b0f6f2-1350-11df-a1f1-0026b9348838;a8999dfe-1350-11df-a1f1-0026b9348838;a8a8bb18-1350-11df-a1f1-0026b9348838;a896dea2-1350-11df-a1f1-0026b9348838;a8970954-1350-11df-a1f1-0026b9348838;a898201e-1350-11df-a1f1-0026b9348838;a896ca48-1350-11df-a1f1-0026b9348838;a897e450-1350-11df-a1f1-0026b9348838;a8a0ab58-1350-11df-a1f1-0026b9348838;a898b20e-1350-11df-a1f1-0026b9348838;a898fe80-1350-11df-a1f1-0026b9348838;76217a12-fb34-4276-a604-bab0e37edbfd;45a07636-52ba-4c73-9f78-de671f2b56fd;b2b78b9c-2605-4112-8bef-53d4734bf0dd;44d24f35-604c-4232-b505-b4340bf2605b;a894590c-1350-11df-a1f1-0026b9348838;759a4bd6-79ab-40a9-9836-1e30783f7ae5;a8b018fe-1350-11df-a1f1-0026b9348838;a8af7520-1350-11df-a1f1-0026b9348838;6f5207f4-6785-433b-943e-c2d03e7d3ea7;7243bed9-0bc7-4702-af28-a06ab1981e19;a8982474-1350-11df-a1f1-0026b9348838;a896cce6-1350-11df-a1f1-0026b9348838,,,,,,,,,,,
a89a94ca-1350-11df-a1f1-0026b9348838,,"CONCEPTION SINCE LAST VISIT","Question on encounter form: "Has she delivered since her last visit?".",Question,Boolean,,,local: 1146;MCL/CIEL: 1146,,,,,,,,,,
053ec791-2371-4c87-88a1-86a1abeed90c,,"CURRENTLY SEXUALLY ACTIVE","A question to ask if the patient is currently sexually active. ",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
3086a740-face-4fcd-825b-1e627a66c93a,,"CERVICAL CANCER SCREENING","Question on encounter form asking if cervical cancer screening has been done.",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838;a89ad3a4-1350-11df-a1f1-0026b9348838;a899ea48-1350-11df-a1f1-0026b9348838,,KENYA EMR: 164934,,,,,,,,,,
6bad2971-c776-4f0e-ae15-a3fc0cbd7d0f,,"CERVICAL CANCER SCREENING RESULT","Cervical cancer screening result this visit.",Finding,Coded,260e6d24-1634-4467-a070-e8359f6827f7;a8af9046-1350-11df-a1f1-0026b9348838;a896d2cc-1350-11df-a1f1-0026b9348838;a896f3a6-1350-11df-a1f1-0026b9348838;a899e7b4-1350-11df-a1f1-0026b9348838,,KENYA EMR: 165196,,,,,,,,,,
958b9055-88be-4bf1-9a2c-f209424a03ac,,"CERVICAL CANCER TEST RESULT DATE","The date a cervical screening test is completed.",Question,Datetime,,,,,,,,,,,,,
3e4943b5-8499-43fb-b254-e1bb1dacfdb7,,"CERVICAL CANCER TREATMENT USE","Question on encounter form: "Is the patient currently taking cervical cancer medications?"",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838;a89c1ef8-1350-11df-a1f1-0026b9348838;a899b50a-1350-11df-a1f1-0026b9348838,,KENYA EMR: 165266,,,,,,,,,,
dcb72b0b-c1cb-4f32-aa82-e8f7b74cc16e,,"CRYOTHERAPY","Cryotherapy is the use of extreme cold in surgery or other medical treatment.   Is oftentimes used to treat irritated nerves or localized areas of some cancers.",Procedure,N/A,,,,,,,,,,,,,
ca10f28c-586a-427a-8bcc-816f0835ab18,,"","medications given to a patient with cytotoxic effect",Question,Coded,a899e0ac-1350-11df-a1f1-0026b9348838;a899b35c-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
12afc118-5acd-48c6-89a0-1b6156c33d10,,"RADIATION THERAPY","Radiation therapy, radiation oncology, or radiotherapy, sometimes abbreviated to XRT or DXT, is the medical use of ionizing radiation, generally as part of cancer treatment to control or kill malignant cells. ",Procedure,N/A,,,,,,,,,,,,,
b6fccd82-c622-4c3e-9563-39899e709b3b,,"LOOP ELECTROSURGICAL EXCISION PROCEDURE","The loop electrosurgical excision procedure (LEEP) uses a thin, low-voltage electrified wire loop to cut abnormal tissue out of the cervix.",Procedure,N/A,,,,,,,,,,,,,
a829a2a1-5ea5-400e-a3a5-2069f6d1e05b,,"THERMOCOAGULATION","Thermocoagulation uses heat to destroy the abnormal cells on the cervix and may be a useful treatment method for cervical pre-cancer.",Procedure,N/A,,,,,,,,,,,,,
94f54710-6ee0-45cd-ad5f-a990fcb47bc1,,"CERVICAL CANCER TREATMENT","What treatments did you have for cervical cancer?",Question,Coded,dcb72b0b-c1cb-4f32-aa82-e8f7b74cc16e;b6fccd82-c622-4c3e-9563-39899e709b3b;a8a713f8-1350-11df-a1f1-0026b9348838;12afc118-5acd-48c6-89a0-1b6156c33d10;ca10f28c-586a-427a-8bcc-816f0835ab18;a829a2a1-5ea5-400e-a3a5-2069f6d1e05b;a899e0ac-1350-11df-a1f1-0026b9348838;a89ebb04-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
fe6800a2-76f1-42a4-a1c8-553e1fec18e9,,"HOME VISIT DONE","Question on encounter:"Has a home visit been made?"",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838,,local: 10085;KENYA EMR: 165001,,,,,,,,,,
7458141a-2cb6-4425-8e51-1d4f0a858683,,"NUMBER OF HOME VISITS","Number of visits to the patient's home.",Question,Numeric,,,,,,,,,,,,False,
743bee17-bb4d-4bf5-bbfe-a58a7cca5a3f,,"HOME VISIT FINDINGS, FREETEXT","Findings noted upon visiting the home.",Question,Text,,,,,,,,,,,,,
6ada1724-aab2-4b78-af41-91498d211ca2,,"REFER TO SOCIAL WORK","Question to record if the the client has been referred for social work services.",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
a8b03bb8-1350-11df-a1f1-0026b9348838,,"FAMILY","A group of related things or people.",Misc,N/A,,,,,,,,,,,,,
a7958e13-c78c-4085-9fdf-b475d602b2b8,,"PATIENT SUPPORT STRUCTURE","Existence of a support structure to help encourage the patient to adhere to their medication.",Question,Coded,01b957da-23bb-4862-819d-036364fe3faf;a89e2df6-1350-11df-a1f1-0026b9348838;a89cd280-1350-11df-a1f1-0026b9348838;a8b03bb8-1350-11df-a1f1-0026b9348838;a899e0ac-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
4b3c4263-9f86-4f3c-985b-1a71e2a57495,,"DIRECTLY OBSERVED TREATMENT DONE","Question on encounter:"Has directly observed treatment (DOT) been done?"",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
438c22e0-fcb9-4737-b3a6-55cc1f391e0c,,"NUMBER OF DIRECTLY OBSERVED TREATMENT DONE","Number of directly observed treatment done.",Question,Numeric,,,,,,,,,,,,False,
1c811199-3cc1-4495-8e05-980bebb045ab,,"DOES NOT TASTE GOOD","Generic description: Does not taste good.",Misc,N/A,,,,,,,,,,,,,
abf95bf2-c481-490f-9e9f-84fa2d7b2f8c,,"NEW CAREGIVER","When an individual has a new caregiver. ",Misc,N/A,,,,,,,,,,,,,
a8a07084-1350-11df-a1f1-0026b9348838,,"MISSED MEDICATION ADDED","Missed medication list",Drug,Coded,,,,,,,,,,,,,
04edb08f-d1fd-43ac-98b1-adc5e7d73ba1,,"MISSED MEDICATION SINCE LAST VISIT, DETAILED","List of missed medications the patient missed since the previous visit.",ConvSet,N/A,,a8a07084-1350-11df-a1f1-0026b9348838;a89ebbc2-1350-11df-a1f1-0026b9348838;a8a06fc6-1350-11df-a1f1-0026b9348838,MCL/CIEL: 161881,,,,,,,,,,
ed1e7a5d-a9f4-4adf-a033-4e895409fafe,,"PATIENT LINKED TO SUPPORT GROUP","Question on encounter form:"Is patient linked to a support group?"",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838,,MCL/CIEL: 163766;local: 10087,,,,,,,,,,
c796c49d-2e33-40c4-aadd-c5508e733c30,,"WISHES TO ENROLL IN SUPPORT GROUP","Patient wishes to be enrolled in a support group.",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
aab3dcc5-f984-45d2-b0c4-7a3ba746951b,,"SUPPORT GROUP NAME","Name of the support group that the patient is enrolled into.",Question,Text,,,,,,,,,,,,,
6a40a88b-555e-4d7e-b7ce-db677a02609f,,"CHILD'S HIV DISCLOSURE PROCESS COMPLETED","A question to ask if the process of HIV disclosure to the child has been completed.",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
067e6d30-4962-46eb-9090-be55478d4afd,,"PILL COUNT DONE","Question on encounter:"Has a pill count been done"",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
64433aeb-81fb-43a5-be42-3efce1692063,,"MISSED DOSE","Descriptive concept that notes missed dose.",Misc,N/A,,,,,,,,,,,,,
9bf98c27-1821-407f-9c06-5609357f3698,,"PILL COUNT FINDINGS","Findings noted upon doing a pill count.",Question,Coded,5b1bf823-da30-4e23-a777-0d8ef93a6211;64433aeb-81fb-43a5-be42-3efce1692063,,,,,,,,,,,,
4a98eaa4-e5df-4e76-9b58-5191d61666eb,,"INADEQUATE DOSING","Dose provided is not sufficient for the period prescribed.",Misc,N/A,,,,,,,,,,,,,
01eedbcc-ea21-40cc-b150-fcaca5eef501,,"DRUG DRUG INTERACTION","A drug interaction is a situation in which a substance (usually another drug) affects the activity of a drug when both are administered together.",Diagnosis,N/A,,,,,,,,,,,,,
cfef32f6-2807-427e-9607-1397e8d7e347,,"IMPAIRED ABSORPTION","Is a state arising from abnormality in absorption of food nutrients across the gastrointestinal (GI) tract. Impairment can be of single or multiple nutrients depending on the abnormality.",Diagnosis,N/A,,,,,,,,,,,,,
bc764345-2e57-42f5-aee9-c7d5bd012c97,,"CAUSE FOR TREATMENT FAILURE","What is the patient's cause/reason of treatment failure?",Question,Coded,4a98eaa4-e5df-4e76-9b58-5191d61666eb;c6f38251-5b52-489c-854e-ec2d3994a6cd;cfef32f6-2807-427e-9607-1397e8d7e347;01eedbcc-ea21-40cc-b150-fcaca5eef501;a899e0ac-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
a8ad516e-1350-11df-a1f1-0026b9348838,,"HEPATIC DISEASE","Disease of the liver.",Finding,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838;a899b50a-1350-11df-a1f1-0026b9348838,,NHDD: 12204;local: 6032;MCL/CIEL: 6032,,,,,,,,,,
a8a6c704-1350-11df-a1f1-0026b9348838,,"ICTERIC SCLERA","Yellow discoloration of the sclera",Finding,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838;a899ea48-1350-11df-a1f1-0026b9348838;a89ad3a4-1350-11df-a1f1-0026b9348838,,local: 5192;MCL/CIEL: 5192,,,,,,,,,,
a8b00e9a-1350-11df-a1f1-0026b9348838,,"BREAST DISORDERS","Breast disorders may be noncancerous (benign) or cancerous (malignant). ",Diagnosis,N/A,,,,,,,,,,,,,
a8b00c4c-1350-11df-a1f1-0026b9348838,,"HISTORY OF BLOOD TRANSFUSION","History of having blood transfusion which is the process of transferring blood or blood-based products from one person into the circulatory system of another.",Finding,N/A,,,,,,,,,,,,,
a8a6d53c-1350-11df-a1f1-0026b9348838,,"WHEEZE","High-pitched sounds heard on lung auscultation",Symptom/Finding,N/A,,,MCL/CIEL: 5209,,,,,,,,,,
a5ff4096-7001-4f1d-8b80-e56f0b848527,,"ANGIOEDEMA","Recurring attacks of transient edema suddenly appearing in areas of the skin or mucous membranes and occasionally of the viscera, often associated with dermatographism, urticaria, erythema, and purpura",Diagnosis,N/A,,,MCL/CIEL: 148787,,,,,,,,,,
a8a19842-1350-11df-a1f1-0026b9348838,,"ALLERGY REACTION FROM DRUGS","A question to ask the patient's allergic reaction to a medication.",Question,Coded,a8a6d53c-1350-11df-a1f1-0026b9348838;a8983ae0-1350-11df-a1f1-0026b9348838;a8ad239c-1350-11df-a1f1-0026b9348838;a890d73c-1350-11df-a1f1-0026b9348838;a895776a-1350-11df-a1f1-0026b9348838;a5ff4096-7001-4f1d-8b80-e56f0b848527;a8aaf3e2-1350-11df-a1f1-0026b9348838;a8ad3576-1350-11df-a1f1-0026b9348838;a8a35fc4-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
a8b00b20-1350-11df-a1f1-0026b9348838,,"HISTORY OF MULTIPLE BIRTHS IN MATERNAL FAMILY","History of multiple births in the maternal (mother) family.",Finding,N/A,,,,,,,,,,,,,
a8b00d6e-1350-11df-a1f1-0026b9348838,,"CONGENITAL ANOMALY IN NEWBORN","History of having irregular birth in newborns.",Finding,N/A,,,,,,,,,,,,,
a8a6cdbc-1350-11df-a1f1-0026b9348838,,"THYROID NODULE","Nodule appreciated on thyroid exam",Finding,N/A,,,,,,,,,,,,,
a8b009fe-1350-11df-a1f1-0026b9348838,,"PROBLEMS WITH ANESTHESIA","Complications or problems caused by anesthesia.  ",Finding,N/A,,,,,,,,,,,,,
a8b00fc6-1350-11df-a1f1-0026b9348838,,"HISTORY OF HOSPITALIZATION","History of hospitalization.",Finding,N/A,,,,,,,,,,,,,
a8b008d2-1350-11df-a1f1-0026b9348838,,"THROMBUS","A thrombus or blood clot, is the final product of the blood coagulation step in hemostasis. It is achieved via the aggregation of platelets that form a platelet plug, and the activation of the humoral coagulation system (i.e. clotting factors). A thrombus is normal in cases of injury, but pathologic in instances of thrombosis.",Finding,N/A,,,,,,,,,,,,,
